CLASSIC50_MAP_V1
# level type id x y
16 2 17 -5 -5
16 3 20 3 -5
17 1 5 -5 -5
17 1 8 5 5
17 1 7 3 5
17 1 6 4 4
17 1 1 3 3
17 1 26 -4 4
17 1 5 5 -5
17 2 1 -1 -5
17 3 9 1 -1
17 3 11 0 -3
17 3 13 3 1
17 3 12 3 -2
17 3 7 -5 1
17 3 10 1 3
17 0 7 0 5
17 0 8 0 -5
17 0 2 1 1
17 0 1 -1 1
17 0 4 -4 -1
17 0 1 -4 -4
17 0 1 4 -4
17 0 4 -4 2
17 0 4 4 -1
17 0 4 4 2
17 3 13 -1 3
17 3 13 5 1
17 3 12 5 -2
17 3 12 -1 -1
17 3 7 -3 1
17 3 7 -5 -2
17 3 7 -3 -2
17 3 10 -2 -5
17 3 10 2 -5
17 1 1 5 3
17 0 6 -5 2
17 0 6 -3 2
17 0 6 -5 -1
17 0 6 -3 -1
17 0 6 -3 -4
17 0 6 -5 -4
17 0 6 -1 -3
17 0 6 1 -3
17 0 6 5 -4
17 0 6 3 -4
17 0 6 3 -1
17 0 6 5 -1
17 0 6 5 2
17 0 6 3 2
17 0 6 -2 5
17 0 6 -2 3
17 0 6 -2 4
17 0 6 -2 2
17 0 6 -2 1
17 0 6 -2 -1
17 0 6 -2 0
17 0 6 -2 -2
17 0 6 -2 -3
17 0 6 -2 -4
17 0 6 0 3
17 0 6 0 1
17 0 6 0 2
17 0 6 0 0
17 0 6 0 -1
17 0 6 2 5
17 0 6 2 3
17 0 6 2 4
17 0 6 2 2
17 0 6 2 -2
17 0 6 2 0
17 0 6 2 -1
17 0 6 2 1
17 0 6 2 -3
17 0 6 2 -4
18 1 2 5 3
18 1 8 4 -5
18 1 5 -5 -5
18 1 7 -4 -5
18 1 1 -1 -5
18 3 12 3 2
18 0 7 -5 5
18 0 8 0 5
18 0 2 0 0
18 0 1 -2 2
18 0 6 -1 0
18 0 12 0 3
18 3 10 -2 -3
18 3 9 1 -3
18 3 11 3 5
18 3 13 -1 2
18 3 14 -3 1
18 2 19 -3 4
18 2 1 0 4
18 0 6 -2 0
18 0 6 -2 1
18 0 6 -3 0
18 0 6 3 0
18 0 6 2 0
18 0 6 2 1
18 0 6 1 0
18 0 6 -4 0
18 0 6 -5 0
18 0 6 4 0
18 0 6 5 0
18 0 6 1 3
18 0 6 2 4
18 0 6 2 3
18 0 6 -1 3
18 0 6 -2 3
18 0 6 -2 4
18 0 6 -3 3
18 0 6 -4 3
18 0 6 1 -2
18 0 6 0 -2
18 0 6 -1 -2
18 0 6 0 -3
18 0 6 0 -4
18 0 6 0 -5
18 0 6 -4 -2
18 0 6 -3 -2
18 0 6 -3 -4
18 0 6 -3 -3
18 0 6 -3 -5
18 0 6 3 -2
18 0 6 4 -2
18 0 6 3 -4
18 0 6 3 -3
18 0 6 3 -5
18 0 1 -5 3
18 0 1 2 5
18 0 1 2 2
18 0 1 -2 -2
18 0 1 -5 -2
18 0 1 2 -2
18 0 1 5 -2
18 0 2 -2 5
18 3 13 1 2
18 3 10 -1 -3
18 3 10 -2 -4
18 3 10 -1 -4
18 3 10 4 1
18 3 14 -5 1
18 3 14 4 -1
18 3 11 -5 -3
18 3 11 5 -3
18 3 9 2 -3
18 3 9 2 -4
18 3 9 1 -4
18 3 9 4 4
18 1 1 -4 -4
18 1 1 1 -5
18 1 1 4 -4
18 1 5 5 -5
18 1 1 5 1
18 1 1 5 2
18 1 1 5 4
18 1 1 5 5
18 1 5 -4 2
18 3 12 -4 -1
19 2 1 -5 4
19 0 2 0 -1
19 0 1 4 3
19 0 6 -1 3
19 0 8 -5 5
19 0 7 0 -5
19 0 12 0 3
19 0 12 0 2
19 0 1 5 -1
19 0 1 -5 3
19 0 1 -5 0
19 0 1 -5 -3
19 0 1 -2 -4
19 0 1 2 -5
19 0 6 0 4
19 0 6 1 3
19 0 6 0 1
19 0 6 -3 5
19 0 6 -3 4
19 0 6 -3 3
19 0 6 -3 2
19 0 6 -3 1
19 0 6 -3 0
19 0 6 -3 -1
19 0 6 -4 3
19 0 6 -4 0
19 0 6 -2 -1
19 0 6 -1 -1
19 0 6 1 -1
19 0 6 2 -1
19 0 6 3 -1
19 0 6 4 -1
19 0 6 3 5
19 0 6 3 4
19 0 6 3 3
19 0 6 3 2
19 0 6 3 1
19 0 6 3 0
19 0 6 5 3
19 0 6 -2 -3
19 0 6 -3 -3
19 0 6 -4 -3
19 0 6 -1 -3
19 0 6 -4 -4
19 0 6 -2 -5
19 0 6 2 -3
19 0 6 1 -3
19 0 6 4 -4
19 0 6 3 -4
19 0 6 2 -4
19 1 19 0 3
19 1 7 5 5
19 1 2 2 5
19 1 1 2 1
19 1 5 -2 5
19 3 14 1 0
19 3 11 0 5
19 3 13 2 3
19 3 12 5 -2
19 3 9 -5 -5
19 3 10 -5 -1
19 3 3 -5 2
19 3 14 -1 0
19 3 13 -2 3
19 3 13 0 -3
19 3 13 2 -2
19 3 9 -3 -2
19 3 9 4 1
19 3 9 5 1
19 3 10 -3 -5
19 3 10 5 -4
19 3 10 4 4
19 3 3 4 -5
19 1 1 -2 1
19 1 1 -1 -4
19 1 1 1 -4
19 1 1 4 -3
19 1 5 3 -3
20 0 17 0 -2
20 0 18 0 3
20 1 6 5 2
20 1 5 4 2
20 1 8 -4 2
20 1 7 -5 2
20 1 1 -5 1
20 0 7 0 5
20 0 8 0 -5
20 0 2 -4 0
20 0 1 -5 -3
20 0 3 0 -3
20 0 6 -3 0
20 3 3 -5 -1
20 3 14 -4 -4
20 3 11 -2 -5
20 3 10 -1 1
20 0 2 4 0
20 0 1 5 -3
20 3 14 4 -4
20 3 3 -4 -2
20 3 3 5 -1
20 3 3 4 -2
20 3 11 2 -5
20 3 10 0 1
20 3 10 1 1
20 3 10 1 0
20 3 10 1 -1
20 3 10 0 -1
20 3 10 -1 -1
20 3 10 -1 0
20 0 6 -3 1
20 0 6 -3 2
20 0 6 -3 3
20 0 6 -2 3
20 0 6 -1 3
20 0 6 2 3
20 0 6 1 3
20 0 6 3 3
20 0 6 3 2
20 0 6 3 1
20 0 6 3 0
20 0 6 3 -1
20 0 6 3 -2
20 0 6 3 -3
20 0 6 2 -3
20 0 6 1 -3
20 0 6 -1 -3
20 0 6 -3 -3
20 0 6 -2 -3
20 0 6 -3 -2
20 0 6 -3 -1
20 0 6 -5 0
20 0 6 -4 -3
20 0 6 -2 -4
20 0 6 2 -4
20 0 6 4 -3
20 0 6 5 0
20 0 6 4 3
20 0 6 5 3
20 0 6 2 4
20 0 6 3 4
20 0 6 5 4
20 0 6 4 4
20 0 6 -3 4
20 0 6 -2 4
20 0 6 -4 4
20 0 6 -5 4
20 0 6 -5 3
20 0 6 -4 3
20 1 1 5 1
20 1 5 -5 -5
20 1 5 5 -5
20 2 1 0 -4
21 0 7 0 -5
21 0 8 0 5
21 0 6 -2 -2
21 2 1 0 4
21 2 20 0 0
21 0 6 -3 -2
21 0 6 -3 -3
21 0 6 -2 -3
21 0 6 -2 3
21 0 6 -3 3
21 0 6 -3 2
21 0 6 -2 2
21 0 6 3 2
21 0 6 2 2
21 0 6 2 3
21 0 6 3 3
21 0 6 3 -2
21 0 6 2 -2
21 0 6 2 -3
21 0 6 3 -3
22 0 8 0 -5
22 0 7 0 0
22 0 6 -2 0
22 2 1 0 -4
22 0 6 -2 1
22 0 6 -2 2
22 0 6 -1 2
22 0 6 0 2
22 0 6 1 2
22 0 6 2 2
22 0 6 2 1
22 0 6 2 0
22 0 6 2 -1
22 0 6 2 -2
22 0 6 1 -2
22 0 6 -1 -2
22 0 6 -2 -2
22 0 6 -2 -1
22 0 6 -1 -3
22 0 6 -2 -3
22 0 6 -2 -4
22 0 6 -2 -5
22 0 6 2 -5
22 0 6 2 -4
22 0 6 2 -3
22 0 6 1 -3
22 0 6 1 -3
22 0 6 -3 0
22 0 6 -3 1
22 0 6 -3 2
22 0 6 -3 -2
22 0 6 -3 -1
22 0 6 -3 -3
22 0 6 -3 -4
22 0 6 -3 -5
22 0 6 -4 0
22 0 6 -4 1
22 0 6 -4 2
22 0 6 -4 -2
22 0 6 -4 -1
22 0 6 -4 -3
22 0 6 -4 -4
22 0 6 -4 -5
22 0 6 -5 -5
22 0 6 -5 -4
22 0 6 -5 -3
22 0 6 -5 -1
22 0 6 -5 -2
22 0 6 -5 2
22 0 6 -5 1
22 0 6 -5 0
22 0 6 5 -5
22 0 6 5 -4
22 0 6 5 -3
22 0 6 5 -1
22 0 6 5 -2
22 0 6 5 2
22 0 6 5 1
22 0 6 5 0
22 0 6 3 0
22 0 6 3 1
22 0 6 3 2
22 0 6 3 -2
22 0 6 3 -1
22 0 6 3 -3
22 0 6 3 -4
22 0 6 3 -5
22 0 6 4 -5
22 0 6 4 -4
22 0 6 4 -3
22 0 6 4 -1
22 0 6 4 -2
22 0 6 4 2
22 0 6 4 1
22 0 6 4 0
22 0 6 -2 3
22 0 6 -1 3
22 0 6 0 3
22 0 6 1 3
22 0 6 2 3
22 0 6 -3 3
22 0 6 -5 3
22 0 6 -4 3
22 0 6 4 3
22 0 6 3 3
22 0 6 5 3
22 0 6 -2 4
22 0 6 -1 4
22 0 6 0 4
22 0 6 1 4
22 0 6 2 4
22 0 6 -3 4
22 0 6 -5 4
22 0 6 -4 4
22 0 6 4 4
22 0 6 3 4
22 0 6 5 4
22 0 6 5 5
22 0 6 3 5
22 0 6 4 5
22 0 6 -4 5
22 0 6 -5 5
22 0 6 -3 5
22 0 6 2 5
22 0 6 1 5
22 0 6 0 5
22 0 6 -1 5
22 0 6 -2 5
23 2 1 -5 4
23 2 21 5 -5
23 0 7 5 5
23 0 8 -5 5
23 0 19 -4 4
23 0 19 -4 3
23 0 19 -4 2
23 0 19 -4 1
23 0 19 -3 1
23 0 19 -2 1
23 0 19 -1 1
23 0 19 -1 2
23 0 19 -1 3
23 0 19 -3 5
23 0 19 -2 5
23 0 19 -1 5
23 0 19 4 3
23 0 19 3 3
23 0 19 2 3
23 0 19 2 2
23 0 19 2 1
23 0 19 3 1
23 0 19 4 1
23 0 19 4 2
23 0 19 -4 -1
23 0 19 -2 -1
23 0 19 -3 -1
23 0 19 -1 -1
23 0 19 2 -1
23 0 19 -1 -2
23 0 19 -1 -3
23 0 19 -1 -4
23 0 19 -2 -4
23 0 19 -3 -4
23 0 19 -4 -4
23 0 19 -4 -3
23 0 19 -4 -2
23 0 19 3 -1
23 0 19 4 -1
23 0 19 1 -1
23 0 19 1 -2
23 0 19 1 -3
23 0 19 1 -4
23 0 19 1 -5
23 0 19 2 -3
23 0 19 3 -3
23 0 19 -2 3
24 0 3 0 -2
24 0 7 -4 -4
24 0 8 -5 -5
24 0 6 -1 -2
24 2 1 -4 -5
24 0 6 -2 -2
24 0 6 -2 -3
24 0 6 -1 -3
24 0 6 -1 -4
24 0 6 -2 -4
24 0 6 2 -2
24 0 6 1 -2
24 0 6 1 -3
24 0 6 2 -3
24 0 6 2 -4
24 0 6 1 -4
24 0 6 -3 -1
24 0 6 -3 -2
24 0 6 -3 -3
24 0 6 -4 -2
24 0 6 -4 -1
24 0 6 -4 0
24 0 6 -4 2
24 0 6 -4 1
24 0 6 -3 1
24 0 6 -3 0
24 0 6 -3 2
24 0 6 -3 3
24 0 6 -2 1
24 0 6 -2 0
24 0 6 -2 -1
24 0 6 -2 2
24 0 6 -2 3
24 0 6 -2 4
24 0 6 -1 3
24 0 6 -1 2
24 0 6 2 -1
24 0 6 -1 4
24 0 6 2 0
24 0 6 2 1
24 0 6 1 4
24 0 6 1 2
24 0 6 1 3
24 0 6 0 3
24 0 6 0 2
24 0 6 0 4
24 0 6 2 4
24 0 6 2 2
24 0 6 2 3
24 0 6 3 -3
24 0 6 3 -2
24 0 6 3 -1
24 0 6 3 3
24 0 6 3 2
24 0 6 3 0
24 0 6 3 1
24 0 6 4 0
24 0 6 4 -1
24 0 6 4 -2
24 0 6 4 1
24 0 6 4 2
24 0 37 0 5
25 0 6 -1 -1
25 0 3 0 -4
25 0 7 -5 -5
25 0 8 -4 -4
25 2 1 -4 -5
25 3 17 0 0
25 0 6 -1 1
25 0 6 1 1
25 0 6 1 -1
25 0 6 -3 -3
25 0 6 -2 -3
25 0 6 -2 -4
25 0 6 -1 -4
25 0 6 -3 -2
25 0 6 -4 -2
25 0 6 2 -4
25 0 6 1 -4
25 0 6 2 -3
25 0 6 3 -3
25 0 6 4 -2
25 0 6 3 -2
25 0 6 4 -1
25 0 6 4 0
25 0 6 4 2
25 0 6 4 1
25 0 6 3 2
25 0 6 -4 0
25 0 6 -4 -1
25 0 6 -4 1
25 0 6 -4 2
25 0 6 -3 2
25 0 6 -2 3
25 0 6 -3 3
25 0 6 -2 4
25 0 6 -1 4
25 0 6 3 3
25 0 6 2 3
25 0 6 1 4
25 0 6 2 4
25 0 6 0 4
25 0 36 0 -3
26 0 3 0 -2
26 0 15 -1 0
26 2 22 0 0
26 2 1 -4 -5
26 0 6 -1 -3
26 0 8 -5 -5
26 0 7 -4 -4
26 0 3 0 -3
26 0 3 0 -4
26 0 6 -2 -3
26 0 6 -3 -3
26 0 6 -1 -4
26 0 6 -2 -4
26 0 6 -2 -2
26 0 6 -3 -2
26 0 6 -4 -2
26 0 6 -3 0
26 0 6 -3 -1
26 0 6 -3 2
26 0 6 -4 2
26 0 6 -4 -1
26 0 6 -4 0
26 0 6 -3 3
26 0 6 -2 3
26 0 6 -1 3
26 0 6 0 4
26 0 6 -1 4
26 0 6 -2 4
26 0 6 -2 2
26 0 6 -3 1
26 0 6 -4 1
26 0 6 0 3
26 0 6 2 3
26 0 6 1 3
26 0 6 1 4
26 0 6 2 4
26 0 6 3 2
26 0 6 3 -1
26 0 6 3 0
26 0 6 3 3
26 0 6 3 1
26 0 6 2 2
26 0 6 4 -2
26 0 6 4 0
26 0 6 4 -1
26 0 6 4 2
26 0 6 4 1
26 0 6 1 -3
26 0 6 2 -3
26 0 6 3 -3
26 0 6 3 -2
26 0 6 2 -2
26 0 6 1 -4
26 0 6 2 -4
26 0 15 -2 0
26 0 15 -2 1
26 0 15 -2 -1
26 0 15 2 0
26 0 15 2 1
26 0 15 2 -1
26 0 15 1 -1
26 0 15 1 1
26 0 15 1 0
26 0 15 -1 -1
26 0 15 -1 -2
26 0 15 0 -1
26 0 15 1 -2
26 0 15 0 1
26 0 15 -1 1
26 0 15 -1 2
26 0 15 0 2
26 0 15 1 2
27 0 8 -4 -4
27 0 7 5 -5
27 0 6 -2 5
27 2 1 -4 -5
27 2 23 0 5
27 0 6 -2 4
27 0 6 -2 3
27 0 6 -2 2
27 0 6 -1 2
27 0 6 -1 3
27 0 6 -1 1
27 0 6 -1 0
27 0 6 -1 -2
27 0 6 -1 -1
27 0 6 -1 -3
27 0 6 -1 -4
27 0 6 -2 0
27 0 6 -2 1
27 0 6 -2 -1
27 0 6 -2 -2
27 0 6 -2 -4
27 0 6 -2 -3
27 0 6 1 3
27 0 6 1 2
27 0 6 1 0
27 0 6 1 1
27 0 6 1 -1
27 0 6 1 -2
27 0 6 1 -4
27 0 6 1 -3
27 0 6 2 5
27 0 6 2 4
27 0 6 2 2
27 0 6 2 3
27 0 6 2 -3
27 0 6 2 -4
27 0 6 2 -2
27 0 6 2 -1
27 0 6 2 1
27 0 6 2 0
27 0 6 3 0
27 0 6 3 1
27 0 6 3 -1
27 0 6 3 -2
27 0 6 3 -4
27 0 6 3 -3
27 0 6 3 3
27 0 6 3 2
27 0 6 3 4
27 0 6 3 5
27 0 6 4 5
27 0 6 4 4
27 0 6 4 2
27 0 6 4 3
27 0 6 4 -3
27 0 6 -4 -3
27 0 6 4 -2
27 0 6 4 -1
27 0 6 4 1
27 0 6 4 0
27 0 6 -3 5
27 0 6 -3 4
27 0 6 -3 2
27 0 6 -3 3
27 0 6 -3 -3
27 0 6 -3 -4
27 0 6 -3 -2
27 0 6 -3 -1
27 0 6 -3 1
27 0 6 -3 0
27 0 6 5 0
27 0 6 5 1
27 0 6 5 -1
27 0 6 5 -2
27 0 6 5 -3
27 0 6 5 3
27 0 6 5 2
27 0 6 5 4
27 0 6 5 5
27 0 6 -5 5
27 0 6 -5 4
27 0 6 -5 2
27 0 6 -5 3
27 0 6 -5 -3
27 0 6 -5 -2
27 0 6 -5 -1
27 0 6 -5 1
27 0 6 -5 0
27 0 6 -4 0
27 0 6 -4 1
27 0 6 -4 -1
27 0 6 -4 -2
27 0 6 -4 3
27 0 6 -4 2
27 0 6 -4 4
27 0 6 -4 5
28 0 6 0 0
28 0 7 -5 -5
28 0 8 5 -5
28 2 1 -4 -5
28 2 24 2 2
28 0 6 1 0
28 0 6 3 0
28 0 6 4 0
28 0 6 4 1
28 0 6 4 2
28 0 6 4 3
28 0 6 4 4
28 0 6 3 4
28 0 6 1 4
28 0 6 2 4
28 0 6 0 1
28 0 6 0 2
28 0 6 0 4
28 0 6 0 3
29 2 1 -5 -4
29 0 8 -5 -5
29 0 7 0 -5
29 0 6 -3 -5
29 0 6 -2 -5
29 0 6 -2 -4
29 0 6 -3 -4
29 0 6 -4 -3
29 0 6 -3 -3
29 0 6 -3 -2
29 0 6 -4 -2
29 0 6 -2 -2
29 0 6 -1 -2
29 0 6 -1 -3
29 0 6 -2 -3
29 0 6 -4 0
29 0 6 -3 0
29 0 6 -3 -1
29 0 6 -4 -1
29 0 6 -2 -1
29 0 6 -1 -1
29 0 6 -1 0
29 0 6 -2 0
29 0 6 -4 2
29 0 6 -3 2
29 0 6 -3 1
29 0 6 -4 1
29 0 6 -2 1
29 0 6 -1 1
29 0 6 -1 2
29 0 6 -2 2
29 0 6 -2 4
29 0 6 2 4
29 0 6 0 3
29 0 6 -2 3
29 0 6 -4 3
29 0 6 -3 3
29 0 6 -3 4
29 0 6 2 5
29 0 6 2 3
29 0 6 1 3
29 0 6 1 -3
29 0 6 1 -2
29 0 6 1 0
29 0 6 1 -1
29 0 6 1 2
29 0 6 1 1
29 0 6 3 -5
29 0 6 2 -5
29 0 6 2 -4
29 0 6 2 -2
29 0 6 2 -3
29 0 6 2 1
29 0 6 2 2
29 0 6 2 0
29 0 6 2 -1
29 0 6 3 5
29 0 6 3 4
29 0 6 3 3
29 0 6 3 -1
29 0 6 3 0
29 0 6 3 2
29 0 6 3 1
29 0 6 3 -3
29 0 6 3 -2
29 0 6 3 -4
29 0 6 4 5
29 0 6 4 4
29 0 6 4 3
29 0 6 4 -1
29 0 6 4 0
29 0 6 4 2
29 0 6 4 1
29 0 6 4 -3
29 0 6 4 -2
29 0 6 4 -4
29 0 6 4 -5
29 0 6 5 -5
29 0 6 5 -4
29 0 6 5 -2
29 0 6 5 -3
29 0 6 5 1
29 0 6 5 2
29 0 6 5 0
29 0 6 5 -1
29 0 6 5 3
29 0 6 5 4
29 0 6 5 5
29 0 6 -1 3
29 2 25 0 4
30 3 9 3 1
30 3 2 2 1
30 3 1 -1 1
30 2 1 0 -4
30 0 8 0 -5
30 0 7 0 5
30 0 6 -1 2
30 0 20 0 2
30 0 6 -1 3
30 0 6 1 2
30 0 6 1 3
30 0 6 -1 -2
30 0 6 -1 -1
30 0 6 1 -1
30 0 6 1 -2
30 0 6 -2 -1
30 0 6 -2 -2
30 0 6 -2 -4
30 0 6 -2 -3
30 0 6 -2 -5
30 0 6 -3 -2
30 0 6 -3 -1
30 0 6 -3 -3
30 0 6 -3 -4
30 0 6 -3 -5
30 0 6 -4 -2
30 0 6 -4 -1
30 0 6 -4 -3
30 0 6 -4 -4
30 0 6 -4 -5
30 0 6 -5 -5
30 0 6 -5 -4
30 0 6 -5 -3
30 0 6 -5 -1
30 0 6 -5 -2
30 0 6 5 -2
30 0 6 5 -1
30 0 6 5 -3
30 0 6 5 -4
30 0 6 5 -5
30 0 6 4 -5
30 0 6 4 -4
30 0 6 4 -3
30 0 6 4 -1
30 0 6 4 -2
30 0 6 2 -2
30 0 6 2 -1
30 0 6 2 -3
30 0 6 2 -4
30 0 6 2 -5
30 0 6 3 -5
30 0 6 3 -4
30 0 6 3 -3
30 0 6 3 -1
30 0 6 3 -2
30 0 6 3 4
30 0 6 3 5
30 0 6 3 3
30 0 6 3 2
30 0 6 2 2
30 0 6 2 3
30 0 6 2 5
30 0 6 2 4
30 0 6 4 4
30 0 6 4 5
30 0 6 4 3
30 0 6 4 2
30 0 6 5 2
30 0 6 5 3
30 0 6 5 5
30 0 6 5 4
30 0 6 -2 4
30 0 6 -2 5
30 0 6 -2 3
30 0 6 -2 2
30 0 6 -3 2
30 0 6 -3 3
30 0 6 -3 5
30 0 6 -3 4
30 0 6 -5 4
30 0 6 -5 5
30 0 6 -5 3
30 0 6 -5 2
30 0 6 -4 2
30 0 6 -4 3
30 0 6 -4 5
30 0 6 -4 4
30 3 9 -3 1
30 3 2 -2 1
30 3 1 1 1
31 2 26 5 5
31 2 27 -5 -5
31 1 1 -2 5
31 1 2 -2 2
31 1 8 -2 -2
31 1 7 2 2
31 1 6 2 -2
31 1 5 -4 -5
31 0 8 0 5
31 0 7 0 -5
31 0 6 -1 5
31 0 1 2 3
31 2 1 0 4
31 3 22 -5 4
31 3 19 -4 3
31 3 24 -2 -4
31 3 20 5 -4
31 3 13 0 -3
31 3 18 -4 -3
31 3 19 2 4
31 3 18 -5 -3
31 3 18 -4 0
31 3 13 0 -2
31 0 6 -1 4
31 0 6 -1 3
31 0 6 -2 3
31 0 6 -3 3
31 0 6 -3 1
31 0 6 -2 1
31 0 6 -1 1
31 0 6 -1 2
31 0 6 -4 1
31 0 6 -4 -1
31 0 6 -3 -1
31 0 6 -2 -1
31 0 6 -1 -1
31 0 6 -1 -2
31 0 6 -1 -3
31 0 6 -1 -4
31 0 6 -1 -5
31 0 6 -3 -2
31 0 6 -3 -3
31 0 1 -3 2
31 0 1 -5 1
31 0 1 -5 -1
31 0 1 -2 -3
31 0 6 1 -1
31 0 6 1 -5
31 0 6 1 -4
31 0 6 1 -3
31 0 6 1 -2
31 0 6 2 -1
31 0 6 3 -1
31 0 6 4 -1
31 0 6 2 -3
31 0 6 3 -3
31 0 6 1 4
31 0 6 1 3
31 0 6 1 2
31 0 6 2 1
31 0 6 1 1
31 0 6 1 5
31 0 6 3 1
31 0 6 4 1
31 0 6 3 2
31 0 6 3 3
31 0 1 5 1
31 0 1 5 -1
31 0 1 3 -2
31 1 1 -3 5
31 1 1 -3 4
31 1 1 -2 4
31 1 1 3 -4
31 1 1 2 -4
31 1 1 2 -5
31 1 1 3 -5
31 1 5 4 5
31 3 18 4 3
31 3 18 5 3
31 3 18 4 0
31 3 20 4 -3
32 1 6 5 2
32 1 2 5 -1
32 1 1 5 1
32 1 8 -5 5
32 1 7 -4 4
32 2 1 0 -5
32 2 28 4 -4
32 3 24 2 -1
32 3 18 2 2
32 3 19 -5 2
32 3 21 -3 -4
32 3 20 -3 2
32 0 2 -3 5
32 0 1 -5 3
32 0 4 -4 -3
32 0 8 -1 -5
32 0 7 5 5
32 0 6 -3 4
32 0 21 0 -4
32 1 1 4 2
32 1 1 4 -1
32 1 1 5 -2
32 1 1 -2 -1
32 1 1 -3 -1
32 1 1 -4 -1
32 1 1 -5 -1
32 1 1 -4 1
32 1 2 -2 -2
32 3 18 2 -5
32 3 21 -5 -4
32 3 20 -2 1
32 0 1 -1 3
32 0 1 1 3
32 0 1 3 1
32 0 1 3 -2
32 0 6 -3 3
32 0 6 -4 3
32 0 6 -1 4
32 0 6 -2 4
32 0 6 1 4
32 0 6 2 4
32 0 6 3 4
32 0 6 3 3
32 0 6 3 2
32 0 6 5 3
32 0 6 4 3
32 0 6 3 0
32 0 6 4 0
32 0 6 5 0
32 0 6 5 -3
32 0 6 4 -3
32 0 6 3 -3
32 0 6 3 -1
32 0 6 1 -3
32 0 6 2 -3
32 0 6 1 0
32 0 6 1 -1
32 0 6 1 -2
32 0 6 1 1
32 0 6 1 2
32 0 6 -1 2
32 0 6 -1 1
32 0 6 -1 0
32 0 6 -2 0
32 0 6 -3 0
32 0 6 -5 -3
32 0 6 -5 0
32 0 6 -4 0
32 0 6 -3 -3
32 0 6 -2 -3
32 0 6 -1 -2
32 0 6 -1 -1
32 0 6 -1 -3
32 0 6 1 -5
33 2 29 -2 3
33 1 28 4 -4
33 1 6 5 3
33 1 5 -4 2
33 1 1 0 3
33 3 13 -2 5
33 3 22 -2 0
33 3 20 -5 1
33 3 19 3 -1
33 3 18 0 -1
33 0 1 1 0
33 0 2 -5 3
33 0 8 5 5
33 0 7 -5 5
33 0 6 0 0
33 0 24 4 1
33 0 23 3 -4
33 0 6 -1 0
33 0 6 2 0
33 0 6 2 1
33 0 6 2 2
33 0 6 3 2
33 0 6 1 2
33 0 6 5 2
33 0 6 2 -1
33 0 6 2 -2
33 0 6 2 -3
33 0 6 3 -2
33 0 6 1 -2
33 0 6 5 -2
33 0 6 2 -5
33 0 6 0 -4
33 0 6 -2 -4
33 0 6 -2 -3
33 0 6 -2 -2
33 0 6 0 -2
33 0 6 -1 -2
33 0 1 0 -5
33 0 2 -2 -5
33 0 6 -4 -4
33 0 6 -4 -2
33 0 6 -3 -2
33 0 1 -5 -2
33 0 1 -3 -1
33 0 6 -3 0
33 0 6 -3 1
33 0 6 -3 2
33 0 6 -3 3
33 0 6 -4 3
33 0 6 -3 4
33 0 1 -3 5
33 0 6 -2 2
33 0 6 0 2
33 0 1 -1 2
33 0 6 1 3
33 0 6 1 4
33 0 6 4 4
33 0 6 5 4
33 0 6 3 4
33 0 1 1 5
33 0 1 2 4
33 3 13 -3 -3
33 3 22 -5 -4
33 3 20 -4 -1
33 3 20 0 5
33 3 20 1 -4
33 3 19 5 -1
33 3 19 0 -3
33 3 19 -4 -5
33 3 13 0 1
33 1 1 -1 -4
33 1 1 -5 -5
33 1 5 -1 4
33 2 1 4 5
33 3 18 3 1
33 3 18 5 1
34 0 25 -4 0
34 1 7 5 -5
34 1 8 5 5
34 1 1 0 5
34 1 5 5 -4
34 1 6 -5 -5
34 2 1 -4 5
34 3 1 -1 2
34 3 2 1 -2
34 3 22 1 2
34 3 19 5 2
34 3 18 -1 -2
34 3 24 3 -2
34 3 3 5 -2
34 3 9 3 2
34 3 20 -4 3
34 0 8 -5 5
34 0 7 0 -5
34 0 6 0 1
34 0 1 -1 1
34 0 1 -1 -1
34 0 1 1 1
34 0 1 1 -1
34 0 1 3 -1
34 0 1 3 1
34 0 1 5 1
34 0 1 5 -1
34 0 6 0 2
34 0 6 0 3
34 0 6 1 3
34 0 6 2 1
34 0 6 2 2
34 0 6 2 3
34 0 6 3 3
34 0 6 5 3
34 0 6 4 3
34 0 6 4 2
34 0 6 4 1
34 0 6 -2 1
34 0 6 -2 2
34 0 6 -2 3
34 0 6 -1 3
34 0 1 -4 2
34 0 6 -3 2
34 0 6 -5 2
34 0 6 -5 -2
34 0 6 -3 -2
34 0 1 -4 -2
34 0 6 -2 -1
34 0 6 -2 -2
34 0 6 -2 -3
34 0 6 -1 -3
34 0 6 0 -1
34 0 6 0 -2
34 0 6 0 -3
34 0 6 1 -3
34 0 6 3 -3
34 0 6 2 -3
34 0 6 2 -2
34 0 6 2 -1
34 0 6 4 -1
34 0 6 4 -2
34 0 6 4 -3
34 0 6 5 -3
34 0 6 -2 5
34 0 1 -2 4
34 0 1 -2 -4
34 0 6 -4 -4
34 0 6 -2 -5
34 0 6 2 -5
34 0 1 2 -4
34 0 1 2 4
34 0 6 2 5
34 3 22 -5 -4
34 3 19 3 -4
34 3 18 -3 -3
34 3 19 -4 -5
34 3 20 -1 4
34 3 24 1 4
34 1 1 3 5
34 1 1 4 5
34 1 1 4 4
34 1 1 4 -5
34 1 5 5 4
34 1 5 -3 5
35 0 27 -2 -3
35 2 1 0 -4
35 3 23 0 0
35 0 7 5 5
35 0 8 0 -5
35 0 6 -1 3
35 0 26 0 3
35 0 6 1 3
